trial,Category,response_neuron,reward,rpe,confidence_neuron,response_rulebased,reward_rulebased,rpe_rulebased,confidence_rulebased
0,1.0,2.0,0.0,-0.01,0.01,2.0,0.0,-0.99,0.99
1,2.0,2.0,1.0,0.9938,0.006200000000000001,1.0,0.0,-0.6138,0.6138
2,2.0,2.0,1.0,0.6161559999999999,0.383844,1.0,0.0,-0.380556,0.380556
3,2.0,2.0,1.0,0.38201672,0.61798328,1.0,0.0,-0.23594472,0.23594472
4,1.0,2.0,0.0,-0.7631496336,0.7631496336,1.0,1.0,0.8537142736000001,0.14628572639999998
5,2.0,2.0,1.0,0.526847227168,0.47315277283199997,2.0,1.0,0.529302849632,0.47069715036800003
6,2.0,2.0,1.0,0.32664528084416,0.67335471915584,1.0,0.0,-0.6718322332281601,0.6718322332281601
7,2.0,2.0,1.0,0.20252007412337925,0.7974799258766208,1.0,0.0,-0.41653598460145924,0.41653598460145924
8,1.0,1.0,1.0,0.12556244595649513,0.8744375540435049,2.0,0.0,-0.25825231045290475,0.25825231045290475
9,1.0,2.0,0.0,-0.9221512835069731,0.9221512835069731,2.0,0.0,-0.16011643248080093,0.16011643248080093
10,1.0,1.0,1.0,0.4282662042256766,0.5717337957743234,1.0,1.0,0.9007278118619034,0.09927218813809657
11,1.0,1.0,1.0,0.2655250466199195,0.7344749533800805,2.0,0.0,-0.4415487566456199,0.4415487566456199
12,1.0,2.0,0.0,-0.8353744710956499,0.8353744710956499,2.0,0.0,-0.2737602291202843,0.2737602291202843
13,1.0,2.0,0.0,-0.5179321720793029,0.5179321720793029,2.0,0.0,-0.16973134205457627,0.16973134205457627
14,2.0,2.0,1.0,0.6788820533108322,0.32111794668916777,1.0,0.0,-0.10523343207383729,0.10523343207383729
15,1.0,1.0,1.0,0.420906873052716,0.579093126947284,2.0,0.0,-0.06524472788577912,0.06524472788577912
16,1.0,2.0,0.0,-0.739037738707316,0.739037738707316,2.0,0.0,-0.04045173128918306,0.04045173128918306
17,2.0,2.0,1.0,0.5417966020014641,0.45820339799853593,1.0,0.0,-0.025080073399293495,0.025080073399293495
18,1.0,1.0,1.0,0.3359138932409077,0.6640861067590923,1.0,1.0,0.984450354492438,0.015549645507561967
19,1.0,1.0,1.0,0.20826661380936273,0.7917333861906373,2.0,0.0,-0.38964078021468845,0.38964078021468845
20,1.0,1.0,1.0,0.12912530056180493,0.8708746994381951,1.0,1.0,0.7584227162668932,0.24157728373310683
21,1.0,1.0,1.0,0.08005768634831911,0.9199423136516809,1.0,1.0,0.47022208408547383,0.5297779159145262
22,1.0,1.0,1.0,0.04963576553595783,0.9503642344640422,2.0,0.0,-0.7084623078670063,0.7084623078670063
23,2.0,1.0,0.0,-0.9692258253677062,0.9692258253677062,2.0,1.0,0.5607533691224561,0.4392466308775439
24,1.0,1.0,1.0,0.3990799882720222,0.6009200117279778,1.0,1.0,0.3476670888559228,0.6523329111440772
25,1.0,1.0,1.0,0.24742959272865372,0.7525704072713463,2.0,0.0,-0.7844464049093278,0.7844464049093278
26,2.0,2.0,1.0,0.1534063474917653,0.8465936525082347,1.0,0.0,-0.4863567710437832,0.4863567710437832
27,1.0,1.0,1.0,0.09511193544489449,0.9048880645551055,2.0,0.0,-0.30154119804714563,0.30154119804714563
